entity,year,observation_value_-_indicator:_infant_mortality_rate_-_sex:_female_-_wealth_quintile:_total_-_unit_of_measure:_deaths_per_100_live_births,observation_value_-_indicator:_infant_mortality_rate_-_sex:_male_-_wealth_quintile:_total_-_unit_of_measure:_deaths_per_100_live_births,period_life_expectancy_-_sex:_female_-_age:_0,period_life_expectancy_-_sex:_male_-_age:_0,gdp_per_capita,health_expenditure_per_capita_-_total,aggregated_infant_mortality,aggregated_life_expectancy
Malta,2018,0.50539386,0.579599,85.3065,80.415,32292.822,3557.929,0.5424964299999999,82.86075
Malta,2019,0.49350342,0.5656959,84.7333,80.827,33220.285,3922.876,0.52959966,82.78014999999999
Malta,2020,0.48084268,0.55115694,84.5341,80.1432,29703.762,4130.002,0.5159998100000001,82.33865
Mexico,1999,2.199322,2.7132401,74.7078,69.6951,11894.203,709.436,2.4562810500000003,72.20145
Mexico,2000,2.104992,2.6000743,74.9719,70.1389,12613.396,748.052,2.35253315,72.5554
Mexico,2001,2.0177362,2.494472,75.24,70.5624,12565.465,803.763,2.2561041,72.90119999999999
Mexico,2002,1.9374568,2.395957,75.3825,70.8045,12645.504,836.271,2.1667069000000003,73.0935
Mexico,2003,1.8619162,2.3027167,75.5476,71.0422,12793.956,952.059,2.08231645,73.2949
Mexico,2004,1.791179,2.217648,75.6639,71.1741,13287.6,1034.111,2.0044135,73.419
Mexico,2005,1.72838,2.1378715,75.8772,71.3502,13655.801,1023.081,1.93312575,73.6137
Mexico,2006,1.6702904,2.0623071,76.0247,71.4418,14287.559,1036.961,1.86629875,73.73325
Mexico,2007,1.613847,1.9926512,76.1435,71.4251,14684.728,1068.95,1.8032491,73.7843
Mexico,2008,1.5617768,1.92785,76.1187,71.249,14808.09,1049.503,1.7448134,73.68385
Mexico,2009,1.5167079,1.8620241,76.1348,71.0987,14026.989,1058.915,1.6893660000000001,73.61675
Mexico,2010,1.4709808,1.8007576,76.2928,71.121,14697.298,1017.793,1.6358692000000001,73.70689999999999
Mexico,2011,1.4279661,1.7405045,76.5241,71.2923,15210.0,1005.067,1.5842353,73.9082
Mexico,2012,1.3806993,1.6879289,76.7265,71.5,15547.994,1041.256,1.5343141,74.11325
Mexico,2013,1.3340229,1.6380867,76.8188,71.721,15614.781,1041.839,1.4860547999999998,74.2699
Mexico,2014,1.2860925,1.5915732,76.8856,71.8774,15883.877,1013.344,1.43883285,74.38149999999999
Mexico,2015,1.2538884,1.5325263,76.9286,71.8833,16235.004,1062.591,1.39320735,74.40595
Mexico,2016,1.2115704,1.4850738,76.9623,71.7377,16705.047,1056.897,1.3483221,74.35
Mexico,2017,1.1741409,1.4360247,76.972,71.5003,16900.13,1065.553,1.3050828,74.23615
Mexico,2018,1.1348062,1.3893172,77.1303,71.4221,17055.117,1074.13,1.2620617,74.2762
Mexico,2019,1.0984466,1.3425494,77.4224,71.5867,16802.014,1077.553,1.220498,74.50455
Mexico,2020,1.0617911,1.2980986,74.1087,66.8902,15253.691,1122.135,1.17994485,70.49945
Mexico,2021,1.028863,1.2529836,73.3516,66.2324,15853.376,1130.251,1.1409233,69.792
Mexico,2022,0.9931692,1.2118471,76.9656,70.9177,16235.455,1041.369,1.10250815,73.94165
Netherlands,1972,1.0136168,1.3228713,76.8256,70.8442,20079.0,1498.653,1.1682440500000002,73.8349
Netherlands,1973,0.98067826,1.2700953,77.184,71.3466,20851.0,1573.888,1.12538678,74.2653
Netherlands,1974,0.9446045,1.2231203,77.6431,71.6316,21514.0,1666.629,1.0838624,74.63735
Netherlands,1975,0.90988857,1.1770837,77.7321,71.4687,21318.0,1746.926,1.043486135,74.60040000000001
Netherlands,1976,0.87533826,1.1327775,77.9033,71.5272,22132.0,1798.675,1.00405788,74.71525
Netherlands,1977,0.8379096,1.0942789,78.5011,72.0746,22598.0,1858.109,0.96609425,75.28784999999999
Netherlands,1978,0.80702245,1.055073,78.4705,71.9343,22992.0,1942.796,0.931047725,75.2024
Netherlands,1979,0.7798845,1.020215,78.8818,72.4297,23347.0,1988.214,0.90004975,75.65575
Netherlands,1980,0.7573581,0.9900502,79.1418,72.4376,23438.0,1999.437,0.87370415,75.78970000000001
Netherlands,1981,0.74095464,0.96261454,79.2856,72.6995,23153.0,1975.042,0.8517845900000001,75.99255
Netherlands,1982,0.72626126,0.9418788,79.4003,72.727,22780.0,2002.927,0.83407003,76.06365
Netherlands,1983,0.713181,0.92351854,79.5556,72.9325,23086.0,2012.557,0.81834977,76.24405
Netherlands,1984,0.69785064,0.9067138,79.6688,72.9566,23750.0,2009.331,0.8022822199999999,76.3127
Netherlands,1985,0.68338907,0.8868283,79.6442,73.0647,24361.0,2014.801,0.785108685,76.35445
Netherlands,1986,0.6655091,0.86626256,79.5875,73.0722,24893.0,2087.648,0.76588583,76.32985
Netherlands,1987,0.6443161,0.8448779,80.0456,73.4989,25085.0,2123.034,0.744597,76.77225
Netherlands,1988,0.6252338,0.8194791,80.2244,73.6854,25574.0,2155.927,0.7223564499999999,76.95490000000001
Netherlands,1989,0.60554844,0.7942558,79.9091,73.6589,26612.0,2286.201,0.69990212,76.78399999999999
Netherlands,1990,0.58538824,0.76900166,80.0899,73.822,27515.0,2413.266,0.6771949500000001,76.95595
Netherlands,1991,0.56454974,0.7425753,80.1451,74.045,28126.781,2501.143,0.65356252,77.09505
Netherlands,1992,0.5488031,0.71009314,80.2773,74.3038,28555.732,2575.409,0.6294481199999999,77.29055
Netherlands,1993,0.52871084,0.6833482,79.9927,73.9807,28879.996,2609.625,0.60602952,76.9867
Netherlands,1994,0.5109772,0.657868,80.3009,74.5795,29727.557,2618.846,0.5844226,77.4402
Netherlands,1995,0.49588665,0.6355086,80.3554,74.6026,30680.348,2653.414,0.565697625,77.479
Netherlands,1996,0.48450723,0.6160747,80.324,74.6487,31811.738,2707.301,0.550290965,77.48635
Netherlands,1997,0.4781465,0.59854764,80.5262,75.1642,33199.633,2745.878,0.53834707,77.8452
Netherlands,1998,0.47025543,0.5869527,80.6751,75.1805,34688.55,3172.641,0.528604065,77.92779999999999
Netherlands,1999,0.46529213,0.57520944,80.4388,75.3308,36409.08,3296.211,0.520250785,77.8848
Netherlands,2000,0.45849577,0.56513983,80.5641,75.5342,37899.95,3364.057,0.5118178,78.04915
Netherlands,2001,0.44928566,0.5545107,80.7062,75.8044,38636.223,3593.882,0.50189818,78.2553
Netherlands,2002,0.43789774,0.54127157,80.6701,75.9906,38653.125,3834.443,0.48958465500000004,78.33035000000001
Netherlands,2003,0.4246346,0.5260575,80.9268,76.2408,38803.957,3987.022,0.47534604999999996,78.5838
Netherlands,2004,0.41129366,0.5083838,81.4307,76.8717,39682.375,4065.592,0.45983873000000003,79.1512
Netherlands,2005,0.39852238,0.48880798,81.5922,77.1999,40679.49,4139.052,0.44366518,79.39605
Netherlands,2006,0.38387886,0.47077933,81.8836,77.6262,42286.51,4262.814,0.427329095,79.75489999999999
Netherlands,2007,0.36981702,0.4528323,82.3051,78.0156,44008.75,4385.816,0.41132466,80.16035
Netherlands,2008,0.35787693,0.43526807,82.2736,78.3145,44840.71,4587.206,0.3965725,80.29405
Netherlands,2009,0.3467632,0.42053062,82.6435,78.5334,43178.508,4768.574,0.38364691,80.58845
Netherlands,2010,0.33742133,0.40815663,82.7189,78.7795,43812.348,4835.08,0.37278898000000005,80.7492
Netherlands,2011,0.32922944,0.398536,82.8508,79.2017,44591.0,4864.309,0.36388272,81.02625
Netherlands,2012,0.32337973,0.39049107,82.8258,79.1467,43968.254,4928.965,0.3569354,80.98625
Netherlands,2013,0.31901488,0.38480178,83.047,79.4211,43782.97,4915.659,0.35190833,81.23405
Netherlands,2014,0.31584394,0.38087073,83.2901,79.8716,44245.56,4930.843,0.348357335,81.58085
Netherlands,2015,0.31395003,0.3784414,83.1288,79.7418,44912.664,4927.104,0.346195715,81.4353
Netherlands,2016,0.31315178,0.37724364,83.1247,79.881,45654.47,5002.198,0.34519771,81.50285
Netherlands,2017,0.3124296,0.37735906,83.3172,80.0704,46706.438,5011.27,0.34489433,81.69380000000001
Netherlands,2018,0.3121786,0.37713698,83.3262,80.1567,47528.902,5053.65,0.34465778999999996,81.74145
Netherlands,2019,0.31156126,0.37611398,83.5574,80.4653,48142.67,5187.21,0.34383762,82.01135
Netherlands,2020,0.3101969,0.37446648,83.0785,79.6751,46014.484,5495.531,0.34233168999999997,81.3768
Netherlands,2021,0.30790108,0.37182337,82.9922,79.6872,48001.84,5723.261,0.33986222499999996,81.3397
Netherlands,2022,0.30464995,0.36828983,83.519,80.2664,49669.867,5312.323,0.33646989,81.8927
New Zealand,1970,1.4559453,1.9125946,74.4957,68.1552,17835.0,1033.215,1.68426995,71.32544999999999
New Zealand,1971,1.4262013,1.8708131,74.9878,68.6562,18452.0,1042.533,1.6485072,71.822
New Zealand,1972,1.3895612,1.832325,74.7455,69.0244,18889.0,1117.065,1.6109431,71.88495
New Zealand,1973,1.3505775,1.793688,75.137,68.4414,19804.0,1245.728,1.57213275,71.7892
New Zealand,1974,1.314028,1.7492946,75.1277,68.9148,20529.0,1357.598,1.5316613000000001,72.02125000000001
New Zealand,1975,1.2771254,1.6989712,75.5551,69.0326,19907.0,1422.978,1.4880483,72.29384999999999
New Zealand,1976,1.2393708,1.6432158,75.6705,69.3038,20161.0,1352.822,1.4412932999999999,72.48715
New Zealand,1977,1.1979237,1.5908644,75.5822,68.8848,19110.0,1365.285,1.39439405,72.23349999999999
New Zealand,1978,1.1615044,1.5373819,76.4333,69.758,19182.0,1474.378,1.34944315,73.09565
New Zealand,1979,1.1294091,1.4856344,76.4834,69.8094,19580.0,1365.794,1.3075217499999998,73.1464
New Zealand,1980,1.102921,1.4386308,75.7949,70.0378,19681.0,1214.955,1.2707759,72.91635
New Zealand,1981,1.0799146,1.3979592,76.8982,70.5005,20537.0,1254.593,1.2389369000000001,73.69935000000001
New Zealand,1982,1.0572855,1.3625491,76.8747,70.6678,20715.0,1256.09,1.2099173,73.77125000000001
New Zealand,1983,1.0351844,1.3302579,76.9323,70.8129,21015.0,1282.839,1.1827211499999999,73.8726
New Zealand,1984,1.0116882,1.299327,77.6688,71.1576,21783.0,1253.763,1.1555076,74.4132
New Zealand,1985,0.9885627,1.2644087,76.8461,70.9757,21780.0,1138.624,1.1264857,73.9109
New Zealand,1986,0.9613519,1.2273426,77.3627,70.9682,22124.0,1224.785,1.09434725,74.16544999999999
New Zealand,1987,0.92825925,1.1847068,77.1467,71.3056,22142.0,1366.522,1.056483025,74.22614999999999
New Zealand,1988,0.8897829,1.1354043,77.6001,71.4227,22022.0,1517.527,1.0125936,74.51140000000001
New Zealand,1989,0.8462245,1.0817511,77.9828,71.8178,22107.0,1563.368,0.9639878,74.9003
New Zealand,1990,0.80343974,1.0237634,78.3522,72.4871,21817.0,1610.58,0.91360157,75.41964999999999
New Zealand,1991,0.76158315,0.96760225,78.8509,73.2662,21125.895,1628.058,0.8645927,76.05855
New Zealand,1992,0.7257524,0.9132303,79.2931,73.1102,21093.06,1663.127,0.8194913500000001,76.20165
New Zealand,1993,0.69382364,0.86678296,79.1808,73.7572,21897.676,1692.533,0.7803032999999999,76.469
New Zealand,1994,0.66580224,0.8269531,79.6483,74.138,23076.857,1764.53,0.74637767,76.89315
New Zealand,1995,0.6417967,0.79106385,79.4651,74.0638,23751.902,1811.676,0.716430275,76.76445000000001
New Zealand,1996,0.61678994,0.76202404,79.3398,74.2196,24321.248,1821.151,0.6894069899999999,76.77969999999999
New Zealand,1997,0.5937127,0.7367241,80.0483,74.6016,24802.129,1893.383,0.6652184,77.32495
New Zealand,1998,0.57602894,0.7111028,80.7849,75.4607,24861.416,1981.04,0.64356587,78.1228
New Zealand,1999,0.5582917,0.69047254,80.3683,75.3789,25867.992,2035.943,0.6243821199999999,77.87360000000001
New Zealand,2000,0.5430964,0.67189527,81.2033,76.0374,26823.018,2108.164,0.607495835,78.62035
New Zealand,2001,0.52997726,0.65510345,80.984,76.2443,27167.318,2238.917,0.592540355,78.61415
New Zealand,2002,0.5184708,0.639828,81.0705,76.5591,28065.855,2363.226,0.5791493999999999,78.81479999999999
New Zealand,2003,0.50728524,0.6265417,81.3363,76.8434,28876.287,2399.378,0.56691347,79.08985
New Zealand,2004,0.49789754,0.6141366,81.3652,77.2352,29806.734,2532.349,0.55601707,79.3002
New Zealand,2005,0.488969,0.6047714,82.1059,77.8395,30270.248,2698.566,0.5468702,79.9727
New Zealand,2006,0.48543638,0.5937093,82.0151,77.9171,30798.63,2849.377,0.5395728399999999,79.96610000000001
New Zealand,2007,0.4800218,0.5868234,82.1655,77.9927,31784.441,2888.761,0.5334226,80.0791
New Zealand,2008,0.4751707,0.58062947,82.2331,78.1834,31444.633,3055.9,0.527900085,80.20824999999999
New Zealand,2009,0.47101322,0.57363164,82.4806,78.5261,31233.076,3202.521,0.52232243,80.50335
New Zealand,2010,0.46512026,0.56542265,82.9272,79.0926,31586.09,3241.998,0.515271455,81.0099
New Zealand,2011,0.45788783,0.5550519,82.5866,79.0271,32057.0,3267.395,0.506469865,80.80685
New Zealand,2012,0.44898635,0.54257345,83.0229,79.2537,32714.732,3336.994,0.4957799,81.1383
New Zealand,2013,0.4385272,0.5286987,83.4023,79.7624,33109.26,3403.162,0.48361295,81.58234999999999
New Zealand,2014,0.42784047,0.51319766,83.1886,79.5705,33591.32,3472.0,0.47051906499999996,81.37955
New Zealand,2015,0.41652814,0.49726492,83.2106,79.9044,34248.477,3500.719,0.45689652999999997,81.5575
New Zealand,2016,0.40566397,0.48131782,83.7426,80.2138,34879.938,3577.735,0.443490895,81.9782
New Zealand,2017,0.3939894,0.46771723,83.2845,79.8879,35573.965,3589.81,0.430853315,81.58619999999999
New Zealand,2018,0.38375792,0.45558557,83.6031,80.1358,36420.047,3670.846,0.419671745,81.86945
New Zealand,2019,0.3749451,0.4452208,83.6494,80.0082,36912.074,3743.096,0.41008295,81.8288
New Zealand,2020,0.36707252,0.43563157,84.4641,80.8379,35853.69,3919.241,0.401352045,82.65100000000001
New Zealand,2021,0.35982105,0.4268887,84.0218,80.5568,37837.457,4265.927,0.393354875,82.2893
New Zealand,2022,0.35231215,0.41802335,82.5881,79.4717,38250.12,4811.857,0.38516775000000003,81.0299
Norway,1970,1.1303005,1.4951718,77.3203,70.9988,15983.0,754.265,1.31273615,74.15955
Norway,1971,1.0829165,1.4392126,77.3599,71.148,16692.0,839.257,1.26106455,74.25395
Norway,1972,1.0378454,1.3792107,77.5129,71.3358,17409.0,938.46,1.20852805,74.42435
Norway,1973,0.991779,1.3178537,77.7121,71.3335,18050.0,1015.081,1.15481635,74.5228
Norway,1974,0.9476403,1.2519186,77.9665,71.7004,18691.0,1060.697,1.09977945,74.83345
Norway,1975,0.9034053,1.1832011,78.0651,71.7149,19560.0,1174.071,1.0433032,74.89
Norway,1976,0.8571566,1.1151938,78.2061,72.0187,20610.0,1252.692,0.9861751999999999,75.11240000000001
Norway,1977,0.81117517,1.0495223,78.6683,72.2608,21399.0,1344.908,0.9303487349999999,75.46455
Norway,1978,0.7689086,0.99187744,78.6214,72.3537,22061.0,1500.579,0.8803930200000001,75.48755
Norway,1979,0.73658985,0.9451367,78.8164,72.1701,22971.0,1439.134,0.840863275,75.49325
Norway,1980,0.7140686,0.91353405,79.1669,72.3433,24031.0,1504.569,0.813801325,75.7551
Norway,1981,0.7028252,0.8970388,79.269,72.639,24179.0,1537.521,0.7999320000000001,75.95400000000001
Norway,1982,0.70310885,0.89423716,79.5448,72.6475,24141.0,1582.802,0.7986730049999999,76.09615
Norway,1983,0.7102678,0.9009873,79.5631,72.7406,24924.0,1672.274,0.8056275500000001,76.15185
Norway,1984,0.72031444,0.9120995,79.6079,73.0067,26321.0,1664.585,0.81620697,76.3073
Norway,1985,0.72684336,0.92305964,79.4163,72.5916,27608.0,1739.314,0.8249515000000001,76.00395
Norway,1986,0.72903377,0.9250283,79.7488,72.8908,28504.0,1808.969,0.8270310350000001,76.3198
Norway,1987,0.7202295,0.9149957,79.5792,72.7589,28953.0,1881.839,0.8176125999999999,76.16905
Norway,1988,0.6975156,0.88865983,79.5754,73.0584,28786.0,1891.082,0.793087715,76.3169
Norway,1989,0.66023004,0.84408504,79.8443,73.33,28942.0,1864.519,0.75215754,76.58715000000001
Norway,1990,0.6151975,0.78370076,79.7978,73.4459,29434.0,2179.129,0.69944913,76.62185
Norway,1991,0.5673159,0.71613795,80.089,74.0202,31127.676,2293.105,0.641726925,77.0546
Norway,1992,0.51693064,0.65358925,80.3547,74.1689,33041.207,2344.93,0.585259945,77.2618
Norway,1993,0.47484583,0.5951547,80.2389,74.2359,34819.516,2359.081,0.5350002650000001,77.23740000000001
Norway,1994,0.43767595,0.54979414,80.6421,74.8864,37492.836,2403.648,0.493735045,77.76425
Norway,1995,0.40923476,0.5147725,80.81,74.7948,40043.797,2494.082,0.46200363,77.8024
Norway,1996,0.39027953,0.4885499,81.0614,75.3663,43133.145,2642.167,0.43941471499999996,78.21385000000001
Norway,1997,0.37680125,0.47128788,80.9699,75.4619,46556.48,2985.617,0.424044565,78.2159
Norway,1998,0.36683434,0.45867705,81.2612,75.5299,48956.73,3190.173,0.412755695,78.39555
Norway,1999,0.35832512,0.44689947,81.1218,75.6133,51129.184,3373.395,0.402612295,78.36755
Norway,2000,0.34985933,0.43476233,81.3749,75.9507,54039.96,3533.194,0.39231083,78.6628
Norway,2001,0.34040874,0.42163086,81.5187,76.2111,56578.38,3678.833,0.3810198,78.8649
Norway,2002,0.3297424,0.40691203,81.4557,76.3997,58840.414,4015.342,0.368327215,78.92769999999999
Norway,2003,0.31777138,0.3919564,81.9294,77.0336,60852.258,4105.642,0.35486388999999996,79.48150000000001
Norway,2004,0.30566683,0.37689775,82.325,77.5016,64824.145,4233.557,0.34128229,79.91329999999999
Norway,2005,0.2934673,0.36203367,82.5112,77.7196,68108.555,4370.946,0.327750485,80.1154
Norway,2006,0.28145105,0.34783664,82.6561,78.1242,71310.53,4475.465,0.314643845,80.39015
Norway,2007,0.270065,0.33372536,82.6744,78.2311,74879.81,4688.642,0.30189518000000004,80.45275000000001
Norway,2008,0.25845298,0.31998116,82.9565,78.3159,76522.06,4867.444,0.28921706999999997,80.6362
Norway,2009,0.24724519,0.30581468,83.06,78.5957,76625.63,4956.321,0.276529935,80.82785
Norway,2010,0.23668846,0.29219097,83.1537,78.8465,78476.15,5004.802,0.26443971499999996,81.0001
Norway,2011,0.22706501,0.2795099,83.4364,79.0035,80623.0,5147.249,0.253287455,81.21995000000001
Norway,2012,0.21880701,0.26839933,83.4143,79.4133,81725.22,5296.196,0.24360316999999998,81.41380000000001
Norway,2013,0.21171975,0.25832814,83.6155,79.664,81564.3,5368.214,0.235023945,81.63974999999999
Norway,2014,0.20471737,0.24945554,84.0948,80.0228,82311.33,5530.806,0.22708645500000002,82.0588
Norway,2015,0.19817892,0.24127312,84.1318,80.36,82983.99,5726.877,0.21972602000000002,82.2459
Norway,2016,0.19194391,0.23342702,84.1587,80.6146,83213.016,5749.441,0.21268546500000002,82.38665
Norway,2017,0.18576181,0.22588599,84.2731,80.9164,84600.71,5776.891,0.2058239,82.59475
Norway,2018,0.17960377,0.21870887,84.483,81.002,84739.92,5844.864,0.19915632,82.7425
Norway,2019,0.17373492,0.21166785,84.6944,81.1771,85115.32,5953.112,0.192701385,82.93575
Norway,2020,0.1684188,0.2049292,84.8845,81.4741,83543.1,5967.251,0.186674,83.17930000000001
Norway,2021,0.16325468,0.19874029,84.7086,81.6046,86334.59,6210.467,0.180997485,83.1566
Norway,2022,0.15872394,0.19317737,84.3571,80.9169,88366.22,6239.542,0.175950655,82.637
Peru,2007,1.6322594,1.999801,74.9399,70.6974,8138.3647,381.519,1.8160302,72.81864999999999
Peru,2008,1.5444117,1.8954052,75.0699,70.5974,8812.618,413.517,1.71990845,72.83365
Peru,2009,1.4656535,1.8015054,74.9623,70.4712,8836.017,455.76,1.63357945,72.71674999999999
Peru,2010,1.3977675,1.7168458,75.2337,70.704,9507.78,488.3,1.5573066500000001,72.96885
Peru,2011,1.3406024,1.6417658,75.5721,71.2213,10044.0,503.878,1.4911841,73.39670000000001
Peru,2012,1.2915428,1.5780269,76.2782,71.8217,10605.589,551.568,1.43478485,74.04995
Peru,2013,1.2489295,1.5254346,76.9221,72.4015,11173.4375,572.676,1.38718205,74.6618
Peru,2014,1.2146705,1.4833757,77.5764,73.0703,11389.862,601.143,1.3490231000000001,75.32335
Peru,2015,1.1884123,1.4482442,78.0285,73.5559,11713.57,604.605,1.31832825,75.7922
Peru,2016,1.1672504,1.4217162,78.2091,73.8027,12132.035,622.615,1.2944833,76.0059
Peru,2017,1.1486605,1.4006777,78.2638,73.7726,12390.033,631.109,1.2746691,76.01820000000001
Peru,2018,1.1319509,1.3799405,78.2586,73.8904,12677.875,678.646,1.2559457,76.0745
Peru,2019,1.1176428,1.3591629,78.5759,74.1056,12680.354,680.689,1.23840285,76.34075
Peru,2020,1.098585,1.3368415,77.9762,70.3967,11136.991,738.607,1.21771325,74.18645000000001
Poland,1990,1.324804,1.7005266,75.1953,66.1938,8150.0,567.588,1.5126653,70.69454999999999
Poland,1991,1.295747,1.6530578,75.3059,66.192,7625.843,548.328,1.4744024,70.74895
Poland,1992,1.2718174,1.6002405,75.4884,66.4792,7873.925,573.211,1.4360289499999999,70.9838
Poland,1993,1.237763,1.5411956,75.8106,67.0003,8229.529,601.506,1.3894793,71.40545
Poland,1994,1.195342,1.4602187,76.0967,67.3682,8721.827,624.24,1.3277803499999998,71.73245
Poland,1995,1.1284125,1.3672769,76.342,67.6612,9408.274,656.571,1.2478447,72.0016
Poland,1996,1.039571,1.260163,76.6346,67.9499,10066.171,734.966,1.149867,72.29225
Poland,1997,0.94752514,1.1383324,76.9272,68.3145,10811.274,756.578,1.04292877,72.62084999999999
Poland,1998,0.8563051,1.0316046,77.2228,68.5304,11413.256,782.462,0.9439548500000001,72.8766
Poland,1999,0.7851651,0.94617385,77.5477,68.9351,12058.42,885.673,0.865669475,73.2414
Poland,2000,0.73207134,0.8815673,77.9008,69.3941,12732.167,882.346,0.80681932,73.64744999999999
Poland,2001,0.6909343,0.83380586,78.345,69.9766,13017.584,953.21,0.76237008,74.1608
Poland,2002,0.66132927,0.794876,78.6659,70.3264,13415.571,1031.852,0.7281026349999999,74.49615
Poland,2003,0.63494885,0.76502925,78.9555,70.5456,14035.637,1048.48,0.69998905,74.75055
Poland,2004,0.6117566,0.7391942,79.1462,70.7034,14906.094,1091.498,0.6754754000000001,74.9248
Poland,2005,0.5927782,0.71127343,79.3783,70.8483,15580.937,1122.763,0.652025815,75.1133
Poland,2006,0.5699662,0.6866734,79.5282,70.9549,16711.447,1190.986,0.6283198,75.24154999999999
Poland,2007,0.54749405,0.6586521,79.7003,71.1121,18067.428,1304.405,0.603073075,75.4062
Poland,2008,0.5223832,0.62788254,79.8274,71.314,19011.547,1468.184,0.57513287,75.57069999999999
Poland,2009,0.49423856,0.594415,80.0874,71.6862,19718.465,1572.946,0.54432678,75.8868
Poland,2010,0.46840286,0.5583024,80.3818,72.0796,20608.693,1577.94,0.51335263,76.2307
Poland,2011,0.44390184,0.5288695,80.6593,72.4254,21837.0,1586.912,0.48638567,76.54235
Poland,2012,0.42418247,0.50550914,80.8118,72.7004,22169.826,1590.632,0.464845805,76.7561
Poland,2013,0.40892762,0.4860437,81.0217,73.075,22378.305,1659.168,0.44748566,77.04835
Poland,2014,0.39490038,0.47022924,81.2025,73.3612,23247.818,1693.712,0.43256481,77.28184999999999
Poland,2015,0.38184717,0.4568534,81.4706,73.6471,24285.14,1818.883,0.41935028500000004,77.55885
Poland,2016,0.3703671,0.44445243,81.5201,73.7129,25020.621,1935.106,0.40740976500000003,77.6165
Poland,2017,0.3606042,0.4323658,81.5411,73.8481,26310.113,2034.203,0.396485,77.69460000000001
Poland,2018,0.35276073,0.42128906,81.4865,73.7447,27880.836,2056.189,0.38702489500000004,77.6156
Poland,2019,0.3466038,0.41218877,81.7391,74.0822,29142.023,2213.542,0.379396285,77.91065
Poland,2020,0.34142143,0.40793625,80.8131,72.5087,28577.14,2202.632,0.37467884,76.6609
Poland,2021,0.34066013,0.4080174,79.8251,71.6363,30687.662,2339.77,0.37433876499999996,75.73070000000001
Poland,2022,0.3438937,0.41292605,81.7202,74.1201,32468.402,2488.808,0.378409875,77.92015
Portugal,1970,4.9967923,6.024046,70.1058,63.8771,8724.0,252.321,5.510419150000001,66.99145
Portugal,1971,4.63446,5.6748304,70.1206,63.4948,9358.0,293.999,5.1546452,66.8077
Portugal,1972,4.244565,5.233593,72.2681,65.9201,10130.0,403.508,4.739079,69.0941
Portugal,1973,3.8563538,4.7819533,71.6363,65.4453,11258.0,481.899,4.319153549999999,68.5408
Portugal,1974,3.4846413,4.384658,72.3623,65.7896,11234.0,500.583,3.93464965,69.07595
Portugal,1975,3.1544318,4.0129066,72.5309,65.1268,10388.0,620.032,3.5836692,68.82885
Portugal,1976,2.8436003,3.660398,72.7129,65.4739,10861.0,622.716,3.2519991499999996,69.0934
Portugal,1977,2.5611012,3.319751,73.928,66.7166,11422.0,582.724,2.9404261,70.3223
Portugal,1978,2.3355613,3.0030508,74.184,67.3352,11700.0,620.447,2.6693060500000003,70.7596
Portugal,1979,2.1466172,2.7537227,74.9412,68.18,12326.0,605.625,2.4501699500000003,71.5606
Portugal,1980,1.9966805,2.5495484,75.1634,68.1053,12822.0,731.278,2.27311445,71.63435
Portugal,1981,1.8770746,2.364307,75.4239,68.3067,12934.0,759.196,2.1206908,71.8653
Portugal,1982,1.7573483,2.2090912,76.1824,69.1447,13198.0,784.209,1.98321975,72.66355
Portugal,1983,1.6519902,2.0666862,76.0859,69.1614,13158.0,737.035,1.8593381999999998,72.62365
Portugal,1984,1.5466834,1.9509109,76.4588,69.3667,12894.0,720.868,1.7487971500000001,72.91274999999999
Portugal,1985,1.4555122,1.8392298,76.7462,69.6428,13240.0,823.077,1.6473710000000001,73.1945
Portugal,1986,1.3711126,1.7247269,77.0788,70.1503,13774.0,1003.98,1.5479197500000001,73.61455000000001
Portugal,1987,1.2869576,1.6078103,77.4765,70.5828,14641.0,1038.447,1.4473839499999999,74.02965
Portugal,1988,1.2005043,1.4929948,77.6352,70.493,15729.0,1162.834,1.34674955,74.0641
Portugal,1989,1.1137553,1.3829759,78.173,71.1006,16533.0,1118.994,1.2483656,74.6368
Portugal,1990,1.0242176,1.2789749,77.8054,70.7725,17256.0,1167.562,1.1515962499999999,74.28895
Portugal,1991,0.93942463,1.172544,77.8985,70.5796,17949.809,1314.525,1.055984315,74.23904999999999
Portugal,1992,0.859197,1.0672343,78.5871,71.1433,18598.527,1377.909,0.96321565,74.8652
Portugal,1993,0.7852422,0.9728328,78.4089,71.1101,18519.934,1400.605,0.8790375,74.7595
Portugal,1994,0.7242425,0.8905729,79.2592,72.1486,18819.027,1436.208,0.8074077,75.7039
Portugal,1995,0.6708248,0.82546586,79.2239,71.857,19262.031,1646.104,0.74814533,75.54044999999999
Portugal,1996,0.6298509,0.76971304,79.2318,71.7302,19939.31,1743.076,0.69978197,75.481
Portugal,1997,0.59441704,0.72542393,79.5274,72.2902,20810.178,1807.9,0.659920485,75.9088
Portugal,1998,0.5647275,0.68301904,79.7457,72.4702,21782.12,1898.569,0.62387327,76.10795
Portugal,1999,0.53229153,0.64291763,79.8899,72.7329,22589.922,2034.805,0.58760458,76.31139999999999
Portugal,2000,0.49785605,0.6007593,80.3543,73.2684,23372.041,2350.691,0.549307675,76.81135
Portugal,2001,0.46405497,0.55332243,80.6767,73.5859,23751.371,2376.655,0.5086887,77.1313
Portugal,2002,0.42681828,0.506729,80.8233,73.8695,23896.459,2434.36,0.46677364,77.3464
