entity,year,observation_value_-_indicator:_infant_mortality_rate_-_sex:_female_-_wealth_quintile:_total_-_unit_of_measure:_deaths_per_100_live_births,observation_value_-_indicator:_infant_mortality_rate_-_sex:_male_-_wealth_quintile:_total_-_unit_of_measure:_deaths_per_100_live_births,period_life_expectancy_-_sex:_female_-_age:_0,period_life_expectancy_-_sex:_male_-_age:_0,gdp_per_capita,health_expenditure_per_capita_-_total,aggregated_infant_mortality,aggregated_life_expectancy
Finland,1997,0.34905696,0.4263312,80.5117,73.4346,28239.875,2432.196,0.38769408000000005,76.97315
Finland,1998,0.33617464,0.41092306,80.8472,73.5155,29715.342,2475.078,0.37354885000000004,77.18135000000001
Finland,1999,0.3247725,0.39750737,81.0258,73.7385,30986.889,2553.613,0.361139935,77.38215
Finland,2000,0.3144167,0.38594913,81.023,74.1553,32689.77,2772.219,0.350182915,77.58914999999999
Finland,2001,0.30581167,0.37570557,81.5363,74.582,33481.68,2901.562,0.34075862,78.05914999999999
Finland,2002,0.29871184,0.36614054,81.5287,74.8666,33986.555,3056.9,0.33242619,78.19765000000001
Finland,2003,0.29151788,0.35716277,81.8098,75.1325,34607.22,3192.421,0.324340325,78.47115
Finland,2004,0.28369087,0.34758818,82.275,75.3019,35888.613,3346.994,0.31563952500000003,78.78845000000001
Finland,2005,0.27522057,0.33634907,82.2963,75.5267,36787.258,3507.854,0.30578482,78.9115
Finland,2006,0.26579863,0.32395044,82.8293,75.8208,38160.703,3598.026,0.294874535,79.32505
Finland,2007,0.255195,0.31034493,82.8609,75.8623,39998.523,3695.19,0.282769965,79.36160000000001
Finland,2008,0.24438414,0.29602528,83.0043,76.3197,40129.652,3794.943,0.27020471,79.662
Finland,2009,0.23370688,0.2817066,83.1132,76.4872,36662.613,3793.862,0.25770674,79.8002
Finland,2010,0.22297136,0.2682992,83.2469,76.7231,37615.113,3839.263,0.24563528,79.985
Finland,2011,0.21305712,0.25539044,83.5323,77.1912,38432.0,3921.543,0.23422378,80.36175
Finland,2012,0.20395514,0.24379191,83.4196,77.5136,37715.01,3990.47,0.22387352500000002,80.4666
Finland,2013,0.19592132,0.2336941,83.8157,77.8577,37203.145,4031.569,0.21480770999999999,80.83670000000001
Finland,2014,0.18936077,0.22544079,83.8696,78.1747,36907.92,4000.191,0.20740078,81.02215000000001
Finland,2015,0.18416345,0.21894395,84.1482,78.5465,36986.7,3992.493,0.2015537,81.34735
Finland,2016,0.18030046,0.21411371,84.1263,78.4385,37924.152,3989.822,0.197207085,81.2824
Finland,2017,0.17769264,0.2107157,84.2189,78.7192,39043.19,3999.575,0.19420417,81.46905000000001
Finland,2018,0.17580737,0.20848925,84.3052,78.9065,39430.906,4027.918,0.19214831,81.60585
Finland,2019,0.17439261,0.20675817,84.5118,79.1713,39874.8,4141.861,0.19057539,81.84155
Finland,2020,0.17341648,0.20546715,84.6168,79.023,38871.703,4261.464,0.189441815,81.81989999999999
Finland,2021,0.17279676,0.20448728,84.4717,79.1495,39977.855,4671.623,0.18864202,81.8106
Finland,2022,0.17217124,0.20379436,84.1801,78.3861,40701.465,4644.606,0.1879828,81.28309999999999
France,1970,1.309519,1.698036,75.8116,68.3707,18187.0,1029.159,1.5037775,72.09115
France,1975,1.0621657,1.3837774,76.8721,69.0157,20653.0,1426.784,1.22297155,72.9439
France,1980,0.8622407,1.1526096,78.3995,70.1515,23537.0,1787.838,1.00742515,74.2755
France,1985,0.7315392,0.96632636,79.4495,71.2361,24755.0,2099.197,0.8489327799999999,75.3428
France,1990,0.6328213,0.85671264,80.9625,72.7219,28129.0,2558.497,0.74476697,76.8422
France,1991,0.60474575,0.81732064,81.1688,72.8755,28294.264,2641.308,0.711033195,77.02215000000001
France,1992,0.5676675,0.7705005,81.4579,73.1462,28619.805,2723.98,0.669084,77.30205
France,1993,0.5306602,0.71123326,81.4579,73.2468,28336.16,2822.029,0.62094673,77.35235
France,1994,0.4919315,0.65175974,81.8842,73.6431,28907.977,2864.166,0.57184562,77.76365000000001
France,1995,0.46018976,0.59561306,81.8982,73.8342,29418.863,3242.846,0.52790141,77.86619999999999
France,1996,0.4295562,0.5539548,82.0466,74.0635,29736.645,3269.186,0.4917555,78.05505
France,1997,0.40602285,0.5204706,82.3047,74.5053,30341.807,3283.918,0.46324672499999997,78.405
France,1998,0.3890229,0.49390998,82.4096,74.7207,31323.078,3367.052,0.44146644,78.56514999999999
France,1999,0.37319586,0.47461885,82.509,74.9376,32284.611,3469.801,0.423907355,78.7233
France,2000,0.35838658,0.456628,82.7944,75.2333,33409.68,3526.84,0.40750728999999997,79.01384999999999
France,2001,0.34456572,0.4366034,82.9386,75.4307,33920.098,3613.812,0.39058455999999997,79.18465
France,2002,0.3301409,0.41725937,83.0347,75.7026,34152.773,3763.229,0.373700135,79.36865
France,2003,0.31606546,0.3988952,82.9478,75.8065,34292.03,3785.368,0.35748033,79.37715
France,2004,0.3036563,0.38287407,83.8597,76.6724,35093.824,3879.698,0.34326518500000003,80.26605
France,2005,0.2945364,0.37085995,83.8295,76.7159,35495.465,3933.151,0.332698175,80.2727
France,2006,0.2883319,0.3636685,84.1778,77.1569,36166.16,4070.462,0.32600019999999996,80.66735
France,2007,0.2846953,0.35809916,84.3875,77.3817,36845.684,4136.373,0.32139723,80.8846
France,2008,0.28356296,0.35163337,84.3382,77.5823,36761.793,4188.152,0.317598165,80.96025
France,2009,0.28149027,0.34631708,84.4347,77.7385,35534.926,4392.678,0.313903675,81.0866
France,2010,0.27982444,0.34109956,84.6614,77.9966,36086.727,4430.937,0.310462,81.32900000000001
France,2011,0.27800956,0.33738422,85.0009,78.3989,36691.0,4463.562,0.30769689,81.6999
France,2012,0.27680367,0.33632863,84.8617,78.4665,36625.926,4499.591,0.30656615,81.66409999999999
France,2013,0.27871794,0.3380778,85.0659,78.7378,36647.22,4547.409,0.30839786999999996,81.90185
France,2014,0.28216797,0.34323984,85.4557,79.2451,36818.54,4630.472,0.312703905,82.3504
France,2015,0.28729498,0.34955055,85.1673,78.9918,37077.89,4670.174,0.318422765,82.07955
France,2016,0.29311872,0.35619617,85.359,79.2947,37343.84,4737.82,0.324657445,82.32685000000001
France,2017,0.2982053,0.36117285,85.3144,79.4209,38037.336,4770.115,0.329689075,82.36765
France,2018,0.30073264,0.3642134,85.4536,79.544,38555.465,4761.083,0.33247302,82.49879999999999
France,2019,0.3014199,0.36465856,85.5709,79.7516,39084.656,4799.531,0.33303923,82.66125
France,2020,0.30159834,0.3627785,85.1373,79.1786,35913.82,4822.598,0.33218842000000004,82.15795
France,2021,0.30005878,0.36070275,85.2994,79.2596,38242.133,5234.485,0.330380765,82.27950000000001
France,2022,0.29722148,0.35729027,85.5637,79.3199,39065.71,5248.809,0.327255875,82.4418
Germany,1970,1.9014498,2.4972982,73.5469,67.4953,17277.0,1406.589,2.1993739999999997,70.52109999999999
Germany,1971,1.8423208,2.4130952,73.7948,67.7066,17657.0,1580.923,2.127708,70.7507
Germany,1972,1.7702526,2.3296914,74.1114,67.8546,18301.0,1713.673,2.0499720000000003,70.983
Germany,1973,1.6855627,2.242209,74.3336,68.0449,19074.0,1848.358,1.96388585,71.18925
Germany,1974,1.6039677,2.1299174,74.5928,68.3959,19228.0,1978.795,1.86694255,71.49435
Germany,1975,1.52137,2.0027652,74.5042,68.1694,19193.0,2144.562,1.7620676,71.3368
Germany,1976,1.4282776,1.8769121,74.9577,68.6209,20218.0,2255.13,1.6525948499999998,71.7893
Germany,1977,1.336054,1.7510144,75.6122,69.1603,20837.0,2319.061,1.5435342,72.38625
Germany,1978,1.2448379,1.6328251,75.6332,69.1066,21447.0,2444.398,1.4388315,72.3699
Germany,1979,1.1630882,1.5208385,75.9619,69.4568,22305.0,2468.133,1.3419633499999999,72.70935
Germany,1980,1.0893509,1.4174528,76.1472,69.6129,22497.0,2529.262,1.25340185,72.88005
Germany,1981,1.0184733,1.3265287,76.3493,69.8889,22553.0,2592.601,1.172501,73.1191
Germany,1982,0.95672834,1.2404865,76.6447,70.1792,22380.0,2524.144,1.09860742,73.41194999999999
Germany,1983,0.8994608,1.1647128,76.9339,70.4678,22840.0,2559.17,1.0320868,73.70085
Germany,1984,0.84995496,1.0956771,77.3569,70.9437,23564.0,2666.569,0.97281603,74.1503
Germany,1985,0.80281055,1.0364348,77.4611,71.0733,24133.0,2793.245,0.9196226750000001,74.2672
Germany,1986,0.75575835,0.9856059,77.6384,71.3098,24657.0,2919.095,0.8706821250000001,74.47409999999999
Germany,1987,0.71261877,0.9366733,78.1033,71.6675,25027.0,3018.901,0.824646035,74.8854
Germany,1988,0.6702448,0.8908188,78.2856,71.868,25759.0,3175.647,0.7805318,75.07679999999999
Germany,1989,0.63567865,0.8394836,78.4656,72.0734,26393.0,3006.788,0.737581125,75.2695
Germany,1990,0.6021472,0.78965986,78.4192,71.9109,25391.0,3111.513,0.69590353,75.16505000000001
Germany,1992,0.5423194,0.69378984,79.1427,72.53,27385.055,3281.016,0.61805462,75.83635000000001
Germany,1993,0.51219285,0.65459555,79.2149,72.6331,27250.701,3234.013,0.5833942000000001,75.924
Germany,1994,0.4860328,0.61907864,79.5141,72.9456,28140.057,3397.822,0.55255572,76.22985
Germany,1995,0.46472877,0.586355,79.6912,73.119,28868.945,3571.189,0.525541885,76.4051
Germany,1996,0.44389424,0.56005347,79.8616,73.4228,29349.982,3705.981,0.501973855,76.6422
Germany,1997,0.42653805,0.53676575,80.27,73.8799,30186.945,3714.129,0.4816519,77.07495
Germany,1998,0.41188383,0.5166441,80.5373,74.3145,31129.584,3821.041,0.464263965,77.4259
Germany,1999,0.4004806,0.49878135,80.7444,74.5766,32087.604,3905.328,0.44963097500000004,77.6605
Germany,2000,0.38979828,0.4844008,80.9951,74.8585,33367.285,3996.437,0.43709954,77.9268
Germany,2001,0.3809618,0.4717289,81.2729,75.2791,34260.29,4039.885,0.42634535,78.27600000000001
Germany,2002,0.3743465,0.45916098,81.279,75.4408,34590.93,4137.83,0.41675374,78.3599
Germany,2003,0.36588892,0.44932002,81.3644,75.5116,34716.44,4198.632,0.40760447,78.438
Germany,2004,0.35790724,0.4388759,81.8829,76.1444,35528.715,4155.693,0.39839157000000003,79.01365000000001
Germany,2005,0.34890327,0.42893076,81.9631,76.3561,36205.574,4235.908,0.388917015,79.1596
Germany,2006,0.34094647,0.41803828,82.2369,76.7491,38014.137,4313.138,0.379492375,79.493
Germany,2007,0.33179465,0.40858197,82.3972,76.9105,39752.207,4399.596,0.37018831,79.65385
Germany,2008,0.3240005,0.3990074,82.3903,77.1067,40715.434,4508.684,0.36150395,79.7485
Germany,2009,0.3177833,0.38947627,82.4816,77.2316,38962.938,4740.473,0.353629785,79.8566
Germany,2010,0.31327158,0.38020438,82.6174,77.4339,41109.582,4840.343,0.34673798,80.02565
Germany,2011,0.30945072,0.3724935,82.8273,77.7684,43189.0,4859.456,0.34097211,80.29785
Germany,2012,0.30673218,0.3660787,82.9415,77.9669,43288.32,4909.321,0.33640544,80.4542
Germany,2013,0.30428928,0.36189887,82.8579,77.9832,43359.137,4992.68,0.333094075,80.42054999999999
Germany,2014,0.30354077,0.35829675,83.3188,78.4242,44132.758,5129.092,0.33091876,80.8715
Germany,2015,0.3031504,0.35539302,82.9717,78.1259,44405.168,5299.105,0.32927171,80.5488
Germany,2016,0.301053,0.35319027,83.2635,78.3809,45030.47,5431.309,0.327121635,80.8222
Germany,2017,0.29822886,0.34975103,83.288,78.559,46065.1,5591.291,0.323989945,80.92349999999999
Germany,2018,0.29467747,0.3454542,83.2277,78.5103,46377.39,5718.985,0.32006583499999997,80.869
Germany,2019,0.29110652,0.3400529,83.5394,78.827,46761.945,5913.439,0.31557970999999996,81.1832
Germany,2020,0.28807446,0.33378392,83.425,78.5967,44996.43,6216.242,0.31092918999999997,81.01085
Germany,2021,0.28446838,0.3289295,83.6877,78.5542,46159.05,6505.642,0.30669894,81.12095
Germany,2022,0.28158253,0.32392472,83.1408,78.0766,46647.793,6448.205,0.302753625,80.6087
Greece,1988,0.9567726,1.1468678,79.6067,74.4162,15596.0,1150.658,1.0518202,77.01145
Greece,1989,0.89908093,1.0695666,79.772,74.5137,16117.0,1314.248,0.984323765,77.14285000000001
Greece,1990,0.85181713,1.0000385,79.9423,74.6718,15964.0,1321.982,0.9259278150000001,77.30705
Greece,1991,0.80757344,0.945364,80.0266,74.7596,16409.69,1315.179,0.87646872,77.3931
Greece,1992,0.7706373,0.8995222,80.0154,74.6236,16545.963,1427.139,0.83507975,77.3195
Greece,1993,0.7373976,0.8620081,80.3645,75.0286,16331.314,1570.653,0.7997028500000001,77.69655
Greece,1994,0.70713335,0.8285354,80.5836,75.1479,16724.287,1752.047,0.7678343750000001,77.86575
Greece,1995,0.67756,0.7942051,80.6531,75.1555,17148.197,1792.1,0.73588255,77.9043
Greece,1996,0.64572275,0.7590076,80.9084,75.2032,17719.557,1817.535,0.702365175,78.0558
Greece,1997,0.6121541,0.72104096,81.1715,75.639,18588.295,1860.564,0.66659753,78.40525
Greece,1998,0.5793115,0.67842144,81.0609,75.5621,19378.709,1896.226,0.62886647,78.3115
Greece,1999,0.54169613,0.6374589,81.2265,75.6451,20076.559,2003.814,0.589577515,78.4358
Greece,2000,0.5037907,0.5962803,81.3373,75.5917,20965.332,1904.204,0.5500355,78.4645
Greece,2001,0.4707798,0.55255246,81.7881,76.0594,21913.797,2182.303,0.51166613,78.92375
Greece,2002,0.43771315,0.51316154,81.8971,76.1934,22893.959,2341.367,0.475437345,79.04525
Greece,2003,0.40881854,0.4754104,81.9048,76.2885,24380.066,2551.716,0.44211447000000004,79.09665
Greece,2004,0.38261965,0.44290477,82.241,76.488,25780.385,2550.261,0.41276221,79.36449999999999
Greece,2005,0.35940248,0.41529727,82.6456,76.6922,26091.523,2686.691,0.387349875,79.66890000000001
Greece,2006,0.34028763,0.3930561,82.6733,76.8671,27731.111,2736.49,0.36667186500000004,79.77019999999999
Greece,2007,0.32513723,0.37668577,82.5878,76.7623,28822.916,2862.094,0.3509115,79.67505
Greece,2008,0.31511942,0.36607322,83.0252,77.1944,28907.926,2978.89,0.34059631999999995,80.1098
Greece,2009,0.3097235,0.36014813,83.4096,77.3463,27839.898,3048.815,0.334935815,80.37795
Greece,2010,0.30804443,0.35901985,83.4291,77.6993,26517.465,2964.499,0.33353214,80.5642
Greece,2011,0.30916256,0.36190984,83.62,77.6328,24349.0,2529.111,0.33553619999999995,80.6264
Greece,2012,0.31280681,0.3677864,83.3487,77.4929,22746.207,2274.202,0.34029660500000003,80.4208
Greece,2013,0.31839627,0.37528792,83.9567,78.1364,22335.27,2113.634,0.34684209499999996,81.04655
Greece,2014,0.3241796,0.38257283,83.9848,78.2047,22591.598,2005.094,0.353376215,81.09475
Greece,2015,0.3283657,0.38787666,83.601,77.9289,22696.203,2122.934,0.35812118,80.76495
Greece,2016,0.3291428,0.38969272,83.911,78.5395,22679.81,2188.035,0.35941776000000003,81.22525
Greece,2017,0.32820794,0.38732317,83.6053,78.2462,22972.889,2128.62,0.35776555499999996,80.92575
Greece,2018,0.32458955,0.3825747,84.1142,78.789,23403.611,2155.338,0.35358212499999997,81.4516
Greece,2019,0.31936938,0.3761343,83.8662,78.7439,23869.793,2219.081,0.34775184,81.30505
Greece,2020,0.3130027,0.36912975,84.3017,78.7511,21767.22,2349.558,0.341066225,81.5264
Greece,2021,0.3070758,0.36174867,83.5194,77.5534,23732.201,2494.88,0.334412235,80.5364
Greece,2022,0.30056694,0.35400677,82.6101,77.2462,25283.906,2524.784,0.327286855,79.92815
Hungary,1991,1.2966938,1.615105,73.9665,65.1078,9255.909,1078.144,1.4558993999999998,69.53715
Hungary,1992,1.2148015,1.5087836,73.9413,64.6592,9153.921,1115.689,1.36179255,69.30025
Hungary,1993,1.1248624,1.3925003,73.982,64.6516,9294.464,1124.062,1.25868135,69.3168
Hungary,1994,1.0429423,1.2885917,74.4593,65.0036,9772.224,1236.734,1.165767,69.73145
Hungary,1995,0.9768759,1.2020265,74.725,65.4187,10134.834,1140.79,1.0894512,70.07185
Hungary,1996,0.9281117,1.1338174,75.0022,66.2939,10359.182,1128.701,1.03096455,70.64805
Hungary,1997,0.8888593,1.0861559,75.454,66.6379,10942.326,1117.712,0.9875076,71.04595
Hungary,1998,0.85546386,1.0435642,75.5248,66.4296,11663.028,1219.398,0.94951403,70.9772
Hungary,1999,0.8225333,0.9957884,75.4985,66.6659,12316.724,1283.968,0.90916085,71.0822
Hungary,2000,0.7840546,0.9439422,76.0287,67.4876,13129.273,1309.579,0.8639984,71.75815
Hungary,2001,0.7417072,0.886984,76.5527,68.1886,13933.562,1394.86,0.8143456,72.37065
Hungary,2002,0.69545734,0.8305341,76.6805,68.2854,14899.307,1541.873,0.76299572,72.48294999999999
Hungary,2003,0.65215844,0.7772297,76.6576,68.3216,15829.9,1827.492,0.71469407,72.4896
Hungary,2004,0.6133178,0.73399913,77.0919,68.6576,16999.006,1835.248,0.673658465,72.87475
Hungary,2005,0.5838738,0.6938289,77.0679,68.6136,18140.617,1950.395,0.6388513499999999,72.84075
Hungary,2006,0.55481595,0.6589349,77.5467,69.0728,19253.062,1982.008,0.6068754249999999,73.30975000000001
Hungary,2007,0.5280446,0.62585104,77.5199,69.253,19763.791,1825.292,0.57694782,73.38645
Hungary,2008,0.5035269,0.5966273,77.9676,69.8208,20380.63,1803.945,0.5500771,73.89420000000001
Hungary,2009,0.48596683,0.56890404,78.1106,70.1068,19461.07,1732.471,0.527435435,74.1087
Hungary,2010,0.4688263,0.5491382,78.3171,70.5575,20036.334,1800.031,0.50898225,74.4373
Hungary,2011,0.454789,0.5338124,78.486,71.1441,20886.0,1834.11,0.4943007,74.81505
Hungary,2012,0.44315475,0.5212987,78.6161,71.5508,20731.67,1768.771,0.48222672499999997,75.08345
Hungary,2013,0.42773032,0.5075124,79.0095,72.124,21163.564,1787.088,0.46762136,75.56675
Hungary,2014,0.40926927,0.4854834,79.2303,72.251,22118.75,1843.414,0.447376335,75.74065
Hungary,2015,0.3860159,0.4594776,78.8692,72.2282,22993.375,1891.248,0.42274675,75.5487
Hungary,2016,0.36224887,0.43236548,79.5637,72.5551,23568.926,1973.286,0.397307175,76.0594
Hungary,2017,0.3405562,0.40810934,79.2727,72.555,24641.197,1992.278,0.37433277,75.91385
Hungary,2018,0.32348898,0.3887495,79.5274,72.717,25995.51,2070.485,0.35611924,76.12219999999999
Hungary,2019,0.3115968,0.3764076,79.6877,73.0512,27272.312,2077.868,0.34400220000000004,76.36945
Hungary,2020,0.3043524,0.36946076,79.0266,72.3191,26091.4,2330.736,0.33690658,75.67285000000001
Hungary,2021,0.30127877,0.36591715,77.6207,70.7519,28085.963,2520.192,0.33359795999999997,74.1863
Hungary,2022,0.30000728,0.3638957,79.5071,72.8014,29451.855,2393.19,0.33195149,76.15424999999999
Iceland,1970,1.1300799,1.432236,77.2238,70.661,14830.0,785.309,1.2811579499999999,73.94239999999999
Iceland,1971,1.088926,1.375567,76.4624,70.7634,16606.0,1003.318,1.2322465,73.6129
Iceland,1972,1.0456909,1.319638,76.8615,72.0791,17366.0,1061.412,1.18266445,74.47030000000001
Iceland,1973,1.003886,1.2630473,77.3593,71.4325,18277.0,1066.487,1.13346665,74.39590000000001
Iceland,1974,0.9597953,1.2052953,77.7137,70.8854,19054.0,1270.682,1.0825453,74.29955000000001
Iceland,1975,0.9153336,1.1446803,78.6537,72.1613,18935.0,1244.48,1.03000695,75.4075
Iceland,1976,0.8689866,1.0833013,79.7894,73.6875,19877.0,1252.054,0.97614395,76.73845
Iceland,1977,0.8226186,1.0214766,79.2244,73.1381,21465.0,1393.111,0.9220476,76.18125
Iceland,1978,0.7762063,0.9634968,79.2677,73.6322,22579.0,1609.161,0.86985155,76.44995
Iceland,1979,0.7333686,0.90555704,79.2596,73.956,23443.0,1818.741,0.81946282,76.6078
Iceland,1980,0.6915952,0.8531909,80.0593,73.3861,24528.0,1727.29,0.77239305,76.7227
Iceland,1981,0.65611666,0.80270064,79.3836,73.2442,25284.0,1805.743,0.72940865,76.3139
Iceland,1982,0.62193835,0.76019675,79.2922,74.4007,25477.0,1922.862,0.69106755,76.84645
Iceland,1983,0.5917683,0.7221074,80.1398,73.0705,24605.0,1962.121,0.65693785,76.60515
Iceland,1984,0.56809056,0.6860256,80.0625,74.6429,25357.0,1846.756,0.6270580800000001,77.3527
Iceland,1985,0.5444265,0.65662813,80.1155,74.7836,25990.0,1937.485,0.600527315,77.44955
Iceland,1986,0.5234095,0.6313735,80.6198,75.2498,27439.0,2260.725,0.5773915000000001,77.9348
Iceland,1987,0.5038303,0.6079577,79.4149,74.7482,29576.0,2582.297,0.555894,77.08155
Iceland,1988,0.48885798,0.58404726,79.617,74.2932,28934.0,2698.818,0.5364526199999999,76.9551
Iceland,1989,0.47174558,0.56382334,79.9246,75.9418,28652.0,2519.493,0.51778446,77.9332
Iceland,1990,0.4551177,0.5442856,80.3769,75.1755,28760.0,2439.339,0.49970165,77.7762
Iceland,1991,0.4389781,0.52489823,80.9693,74.7614,28258.018,2489.25,0.481938165,77.86535
Iceland,1992,0.42273903,0.5059077,80.5599,76.5948,26859.281,2426.875,0.464323365,78.57735
Iceland,1993,0.4069106,0.48606688,80.6775,76.9255,26833.8,2413.208,0.44648874,78.8015
Iceland,1994,0.3902863,0.46651006,81.0695,76.9527,27457.807,2438.429,0.42839817999999996,79.0111
Iceland,1995,0.37345237,0.44695225,79.536,75.5626,27235.834,2468.332,0.41020230999999996,77.5493
Iceland,1996,0.35660106,0.42685017,80.9688,76.3594,28277.787,2550.712,0.391725615,78.66409999999999
Iceland,1997,0.3393598,0.4061667,81.3709,76.0868,29939.143,2644.44,0.37276325,78.72885
Iceland,1998,0.322039,0.3852872,81.2773,77.4824,31444.615,3098.904,0.3536631,79.37985
Iceland,1999,0.3048393,0.364508,81.1926,77.2694,32186.932,3317.588,0.33467365,79.231
Iceland,2000,0.28824505,0.34466094,81.3444,77.7299,33108.29,3401.022,0.316452995,79.53715
Iceland,2001,0.2724411,0.32610953,82.7418,78.1124,33794.453,3442.439,0.299275315,80.4271
Iceland,2002,0.25810274,0.30893928,82.2292,78.3259,33470.496,3656.215,0.28352100999999996,80.27755
Iceland,2003,0.24507764,0.29324454,82.2777,79.1936,33920.707,3775.228,0.26916109,80.73564999999999
Iceland,2004,0.23358747,0.2792661,82.718,78.7089,36209.242,3838.245,0.256426785,80.71345
Iceland,2005,0.22320354,0.2668419,83.0453,79.2732,37884.06,3901.805,0.24502272000000003,81.15925
Iceland,2006,0.2142082,0.2564786,82.628,79.2114,38707.215,3919.604,0.23534339999999998,80.9197
Iceland,2007,0.20672388,0.24769315,82.8342,79.3206,41111.156,4009.263,0.227208515,81.0774
Iceland,2008,0.20059438,0.2406307,82.8651,79.6234,40810.23,3975.77,0.22061254,81.24425
Iceland,2009,0.19566652,0.23452003,83.431,79.4383,37701.85,3727.289,0.215093275,81.43465
Iceland,2010,0.19190744,0.22989877,83.6813,79.5501,36272.688,3547.793,0.210903105,81.6157
Iceland,2011,0.18916263,0.22623655,83.7081,80.2187,36740.0,3514.927,0.20769959,81.96340000000001
Iceland,2012,0.18767087,0.22402322,83.6359,81.004,36933.895,3451.812,0.205847045,82.31995
Iceland,2013,0.18659928,0.22295912,83.2416,80.2218,38245.496,3503.22,0.2047792,81.7317
Iceland,2014,0.18626067,0.2226141,83.9363,80.884,38463.027,3560.869,0.204437385,82.41015
Iceland,2015,0.18644914,0.22300617,83.4131,80.8671,39756.527,3733.352,0.204727655,82.14009999999999
Iceland,2016,0.18717782,0.22370186,83.6022,80.0864,41682.867,3914.152,0.20543983999999998,81.8443
Iceland,2017,0.1882995,0.22484155,83.8691,80.658,42419.383,4081.741,0.206570525,82.26355000000001
Iceland,2018,0.18939166,0.22609791,84.0533,80.8799,43321.062,4196.478,0.207744785,82.4666
Iceland,2019,0.19026813,0.22719367,84.4427,81.2963,43136.605,4276.944,0.2087309,82.8695
Iceland,2020,0.19007851,0.22692783,84.2312,81.2357,39368.4,4387.166,0.20850317000000002,82.73345
Iceland,2021,0.18855722,0.22499688,84.2808,81.4542,40412.617,4636.237,0.20677705000000002,82.8675
Iceland,2022,0.18622161,0.22211964,84.1097,79.3579,42145.594,4377.779,0.204170625,81.7338
India,2011,4.5412965,4.3765817,69.2802,66.0941,4768.0,164.048,4.4589391,67.68715
India,2012,4.3207655,4.181933,69.735,66.5438,4982.083,174.149,4.2513492500000005,68.1394
India,2013,4.104333,3.989362,70.1513,66.9697,5224.1445,203.259,4.0468475,68.5605
India,2014,3.894436,3.8001466,70.5671,67.416,5524.1147,204.647,3.8472913,68.99154999999999
India,2015,3.68987,3.620309,70.9399,67.8267,5869.8467,213.974,3.6550895,69.38329999999999
India,2016,3.4957523,3.4431744,71.2975,68.2312,6326.0645,221.66,3.46946335,69.76435000000001
India,2017,3.309718,3.2804303,71.6324,68.6103,6638.7275,196.893,3.29507415,70.12135
India,2018,3.1280375,3.1235356,71.9635,68.9732,7046.4365,201.16,3.12578655,70.46835
India,2019,2.959893,2.9709213,72.2871,69.3121,7293.9897,209.744,2.96540715,70.7996
India,2020,2.7985537,2.82687,71.938,68.5289,6730.547,196.81,2.81271185,70.23345
Indonesia,2010,2.4938395,3.0523982,70.1517,66.5714,8386.434,246.529,2.77311885,68.36155
Indonesia,2011,2.3993437,2.9444702,70.4635,66.7926,8849.0,277.419,2.6719069500000003,68.62805
Indonesia,2012,2.3089423,2.8410687,70.7205,67.002,9272.009,276.52,2.5750055,68.86125
Indonesia,2013,2.2218933,2.7419567,70.9709,67.16,9676.147,280.904,2.481925,69.06545
Indonesia,2014,2.1371415,2.6451006,71.2384,67.3526,10050.717,299.612,2.3911210499999997,69.2955
Indonesia,2015,2.0580108,2.549548,71.4601,67.584,10432.305,307.152,2.3037794,69.52205000000001
Indonesia,2016,1.9822248,2.4568594,71.6922,67.7809,10849.67,327.223,2.2195421,69.73655
Indonesia,2017,1.9114975,2.374147,71.9454,67.9712,11292.259,329.789,2.14282225,69.95830000000001
Indonesia,2018,1.8437243,2.2935765,72.1131,68.0624,11768.468,340.569,2.0686504,70.08775
Indonesia,2019,1.7824494,2.2119446,72.3892,68.3247,12250.278,353.708,1.997197,70.35695000000001
Indonesia,2020,1.7230194,2.1416826,71.0972,66.6438,11895.075,392.716,1.9323510000000002,68.87049999999999
Ireland,1970,1.6937653,2.1058936,73.335,68.5843,9881.0,530.836,1.89982945,70.95965
Ireland,1971,1.6462122,2.0600135,74.1815,69.2895,10128.0,649.846,1.85311285,71.7355
Ireland,1972,1.6139629,2.0259156,73.5733,68.5919,10621.0,713.105,1.81993925,71.0826
Ireland,1973,1.582502,1.9942532,73.8873,68.7185,10946.0,776.838,1.7883776,71.3029
Ireland,1974,1.5440142,1.9488163,73.8395,68.6383,11225.0,789.532,1.74641525,71.2389
Ireland,1975,1.4962336,1.8766928,74.4599,69.175,11662.0,846.76,1.6864632,71.81745000000001
Ireland,1976,1.4315709,1.785701,74.4765,69.3612,11639.0,832.278,1.60863595,71.91884999999999
Ireland,1977,1.3518565,1.6781477,74.6272,69.4935,12425.0,840.36,1.5150021,72.06035
Ireland,1978,1.2597461,1.5617014,74.776,69.3488,13150.0,957.446,1.41072375,72.0624
Ireland,1979,1.1613891,1.4418601,75.2908,69.3886,13335.0,1013.684,1.3016246,72.3397
Ireland,1980,1.0691268,1.3211589,75.3916,69.9324,13614.0,1102.318,1.1951428499999999,72.662
Ireland,1981,0.98697823,1.2164999,75.8797,70.1635,13893.0,1045.601,1.101739065,73.0216
Ireland,1982,0.9216546,1.1334238,76.084,70.4706,14061.0,1040.156,1.0275392,73.2773
Ireland,1983,0.86941946,1.0719867,76.2179,70.4038,13931.0,1047.977,0.97070308,73.31085
